address,addressPointId,apn,apnStatus,leafTractNumber,allContainingTractIds,streetNameNormalized,neighborhood,village,matchStatus,sourceIds
37 CHIANTI,52032295,,NOT_IN_REPOSITORY - request APN from County; do not infer,16515,LH-TRACT-16515;LH-TRACT-15987,CHIANTI,Castellina SUB,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
33 CHIANTI,52032297,,NOT_IN_REPOSITORY - request APN from County; do not infer,16515,LH-TRACT-16515;LH-TRACT-15987,CHIANTI,Castellina SUB,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
29 CHIANTI,52032298,,NOT_IN_REPOSITORY - request APN from County; do not infer,16515,LH-TRACT-16515;LH-TRACT-15987,CHIANTI,Castellina SUB,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 VINCA CT,52032932,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,VINCA CT,Berkshire,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
18 ARABIS CT,52032939,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,ARABIS CT,Berkshire,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 TORIBETH ST,52032952,,NOT_IN_REPOSITORY - request APN from County; do not infer,16156,LH-TRACT-16156,TORIBETH ST,Greenbriar,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 JEROME LN,52035180,,NOT_IN_REPOSITORY - request APN from County; do not infer,15827,LH-TRACT-15827,JEROME LN,Chambray,Bridgepark,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
54 LAURELHURST DR,52062532,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
74 LAURELHURST DR,52062535,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
78 LAURELHURST DR,52062537,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
82 LAURELHURST DR,52062538,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
86 LAURELHURST DR,52062540,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
88 LAURELHURST DR,52062541,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
89 LAURELHURST DR,52062543,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
83 LAURELHURST DR,52062546,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
81 LAURELHURST DR,52062547,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
79 LAURELHURST DR,52062548,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
77 LAURELHURST DR,52062549,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
71 LAURELHURST DR,52062552,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
63 LAURELHURST DR,52062555,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 CHIMNEY LN,52063924,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 CHIMNEY LN,52063926,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 CHIMNEY LN,52063927,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 CHIMNEY LN,52063929,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 CHIMNEY LN,52063930,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
14 CHIMNEY LN,52063932,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 CHIMNEY LN,52063933,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
20 CHIMNEY LN,52063935,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
26 CHIMNEY LN,52063938,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 RESTON WAY,52063940,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,RESTON WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 RESTON WAY,52063941,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,RESTON WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 RESTON WAY,52063969,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,RESTON WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 RESTON WAY,52063970,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,RESTON WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 RESTON WAY,52063972,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 RESTON WAY,52063973,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 RESTON WAY,52063975,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
25 RESTON WAY,52063976,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
35 RESTON WAY,52063978,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
41 RESTON WAY,52063981,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
40 RESTON WAY,52063983,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
38 RESTON WAY,52063984,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
26 RESTON WAY,52063989,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 RESTON WAY,52063990,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
18 RESTON WAY,52063993,,NOT_IN_REPOSITORY - request APN from County; do not infer,15901,LH-TRACT-15901;LH-TRACT-15813,RESTON WAY,Reston 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
57 LAURELHURST DR,52062558,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
53 LAURELHURST DR,52062560,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
43 LAURELHURST DR,52062739,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
39 LAURELHURST DR,52062741,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
37 LAURELHURST DR,52062742,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
31 LAURELHURST DR,52062745,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
25 LAURELHURST DR,52062748,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 LAURELHURST DR,52062750,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 LAURELHURST DR,52062751,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 LAURELHURST DR,52062753,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
22 LAURELHURST DR,52062754,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 LAURELHURST DR,52062756,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
32 LAURELHURST DR,52062759,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 LAURELHURST DR,52062768,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 LAURELHURST DR,52062770,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 LAURELHURST DR,52062771,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 LAURELHURST DR,52062773,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 ALLBROOK CT,52062774,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 ALLBROOK CT,52062776,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 ALLBROOK CT,52062777,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 ALLBROOK CT,52062779,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 ALLBROOK CT,52062782,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 ALLBROOK CT,52062784,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 ALLBROOK CT,52062785,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
42 LAURELHURST DR,52062793,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
44 LAURELHURST DR,52062794,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
48 LAURELHURST DR,52062796,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,LAURELHURST DR,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
28 ALLBROOK CT,52062797,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 ALLBROOK CT,52062799,,NOT_IN_REPOSITORY - request APN from County; do not infer,15622,LH-TRACT-15622;LH-TRACT-15615,ALLBROOK CT,Whispering Creek 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 LONE OAK CIR,52062814,,NOT_IN_REPOSITORY - request APN from County; do not infer,15620,LH-TRACT-15620;LH-TRACT-15615,LONE OAK CIR,Fairfield 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 LONE OAK CIR,52062816,,NOT_IN_REPOSITORY - request APN from County; do not infer,15620,LH-TRACT-15620;LH-TRACT-15615,LONE OAK CIR,Fairfield 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 LONE OAK CIR,52062817,,NOT_IN_REPOSITORY - request APN from County; do not infer,15620,LH-TRACT-15620;LH-TRACT-15615,LONE OAK CIR,Fairfield 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 VINEWOOD LN,52062819,,NOT_IN_REPOSITORY - request APN from County; do not infer,15620,LH-TRACT-15620;LH-TRACT-15615,VINEWOOD LN,Fairfield 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 VINEWOOD LN,52062820,,NOT_IN_REPOSITORY - request APN from County; do not infer,15620,LH-TRACT-15620;LH-TRACT-15615,VINEWOOD LN,Fairfield 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 VINEWOOD LN,52062822,,NOT_IN_REPOSITORY - request APN from County; do not infer,15620,LH-TRACT-15620;LH-TRACT-15615,VINEWOOD LN,Fairfield 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 VINEWOOD LN,52062824,,NOT_IN_REPOSITORY - request APN from County; do not infer,15620,LH-TRACT-15620;LH-TRACT-15615,VINEWOOD LN,Fairfield 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 ALGERWOOD,52062922,,NOT_IN_REPOSITORY - request APN from County; do not infer,15627,LH-TRACT-15627;LH-TRACT-15615,ALGERWOOD,Maplewood 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 ALGERWOOD,52062923,,NOT_IN_REPOSITORY - request APN from County; do not infer,15627,LH-TRACT-15627;LH-TRACT-15615,ALGERWOOD,Maplewood 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 ALGERWOOD,52062925,,NOT_IN_REPOSITORY - request APN from County; do not infer,15627,LH-TRACT-15627;LH-TRACT-15615,ALGERWOOD,Maplewood 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 COURTNEY CIR,52063208,,NOT_IN_REPOSITORY - request APN from County; do not infer,15632,LH-TRACT-15632;LH-TRACT-15615,COURTNEY CIR,Maplewood 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 COURTNEY CIR,52063211,,NOT_IN_REPOSITORY - request APN from County; do not infer,15632,LH-TRACT-15632;LH-TRACT-15615,COURTNEY CIR,Maplewood 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 COURTNEY CIR,52063213,,NOT_IN_REPOSITORY - request APN from County; do not infer,15632,LH-TRACT-15632;LH-TRACT-15615,COURTNEY CIR,Maplewood 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 COURTNEY CIR,52063214,,NOT_IN_REPOSITORY - request APN from County; do not infer,15632,LH-TRACT-15632;LH-TRACT-15615,COURTNEY CIR,Maplewood 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
