tractId,tentativeTract,finalTract,planningAreaId,villageId,neighborhoodId,builderIds,productIds,approvalDate,mapRecordingDate,gradingStartRange,gradingEndRange,infrastructureRange,roadConstructionRange,verticalConstructionRange,modelOpeningRange,firstSaleRange,earliestHabitabilityRange,firstOccupancyRange,partialOccupancyRange,substantialOccupancyRange,completionRange,associatedSchoolByYear,nearestOpenSchoolByYear,activeConstructionOverlap,sourceIds,evidenceCount,milestoneConfidence,unresolvedGaps,reviewStatus
LH-TRACT-15629,,15629,,,,,,,1999-06-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15630,,15630,,,,,,,1999-05-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15631,,15631,,,,,,,2000-09-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15632,,15632,,,,,,,1999-08-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15793,,15793,,,,,,,2008-12-24,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15813,,15813,,,,,,,2000-06-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15827,,15827,,,,,,,2000-05-10,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15884,,15884,,,,,,,2000-01-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15885,,15885,,,,,,,2000-07-27,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15886,,15886,,,,,,,2000-10-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15887,,15887,,,,,,,2000-06-02,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15888,,15888,,,,,,,2000-06-02,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15901,,15901,,,,,,,2000-07-06,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15902,,15902,,,,,,,2000-06-16,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15903,,15903,,,,,,,2000-06-16,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15904,,15904,,,,,,,2000-06-02,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15905,,15905,,,,,,,2000-08-16,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15906,,15906,,,,,,,2000-06-16,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15907,,15907,,,,,,,2000-08-25,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15908,,15908,,,,,,,2001-06-29,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15909,,15909,,,,,,,2001-06-29,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15910,,15910,,,,,,,2000-10-13,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15911,,15911,,,,,,,2000-10-11,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15912,,15912,,,,,,,2000-06-22,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15914,,15914,,,,,,,2001-05-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15915,,15915,,,,,,,2000-08-25,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15985,,15985,,,,,,,2003-04-04,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15986,,15986,,,,,,,2003-08-28,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15987,,15987,,,,,,,2002-12-17,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15988,,15988,,,,,,,2004-01-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15989,,15989,,,,,,,2004-11-15,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-15990,,15990,,,,,,,2004-10-28,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16025,,16025,,,,,,,2001-01-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16063,,16063,,,,,,,2001-05-25,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16101,,16101,,,,,,,2001-06-29,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16102,,16102,,,,,,,2001-06-12,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16103,,16103,,,,,,,2001-06-12,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16104,,16104,,,,,,,2001-07-31,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16105,,16105,,,,,,,2001-04-01,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16114,,16114,,,,,,,2001-07-31,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16115,,16115,,,,,,,2002-02-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16116,,16116,,,,,,,2002-05-16,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16117,,16117,,,,,,,2001-12-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16118,,16118,,,,,,,2001-10-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16119,,16119,,,,,,,2001-12-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16120,,16120,,,,,,,2001-10-12,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16121,,16121,,,,,,,2001-12-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16122,,16122,,,,,,,2001-12-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16126,,16126,,,,,,,2001-11-08,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16127,,16127,,,,,,,2001-07-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16155,,16155,,,,,,,2001-01-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16156,,16156,,,,,,,2001-01-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16157,,16157,,,,,,,2001-01-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16203,,16203,,,,,,,2002-01-24,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16234,,16234,,,,,,,2001-12-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16235,,16235,,,,,,,2002-02-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16236,,16236,,,,,,,2002-05-29,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16237,,16237,,,,,,,2002-08-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16238,,16238,,,,,,,2002-08-21,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
