address,addressPointId,allContainingTractIds,leafTractId,matchStatus,neighborhood,sourceIds,streetNameNormalized,village
11 BUSHWOOD CIR    ,52064036,LH-TRACT-15912;LH-TRACT-15813,LH-TRACT-15912,exact_directory_match,Hampton Road 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BUSHWOOD CIR,Flintridge
9 BUSHWOOD CIR    ,52064037,LH-TRACT-15912;LH-TRACT-15813,LH-TRACT-15912,exact_directory_match,Hampton Road 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BUSHWOOD CIR,Flintridge
5 BUSHWOOD CIR    ,52064039,LH-TRACT-15912;LH-TRACT-15813,LH-TRACT-15912,exact_directory_match,Hampton Road 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BUSHWOOD CIR,Flintridge
14 NEWKIRK RD    ,52064042,LH-TRACT-15905;LH-TRACT-15813,LH-TRACT-15905,exact_directory_match,Belmont Hill 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,NEWKIRK RD,Flintridge
8 NEWKIRK RD    ,52064045,LH-TRACT-15905;LH-TRACT-15813,LH-TRACT-15905,exact_directory_match,Belmont Hill 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,NEWKIRK RD,Flintridge
4 NEWKIRK RD    ,52064047,LH-TRACT-15905;LH-TRACT-15813,LH-TRACT-15905,exact_directory_match,Belmont Hill 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,NEWKIRK RD,Flintridge
2 NEWKIRK RD    ,52064048,LH-TRACT-15905;LH-TRACT-15813,LH-TRACT-15905,exact_directory_match,Belmont Hill 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,NEWKIRK RD,Flintridge
8 TISBURY WAY    ,52064119,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
10 TISBURY WAY    ,52064120,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
18 TISBURY WAY    ,52064122,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
20 TISBURY WAY    ,52064123,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
24 TISBURY WAY    ,52064125,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
1 TISBURY WAY    ,52064126,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
5 TISBURY WAY    ,52064128,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
11 TISBURY WAY    ,52064131,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
19 TISBURY WAY    ,52064134,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
28 TISBURY WAY    ,52064137,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
27 TISBURY WAY    ,52064139,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
29 TISBURY WAY    ,52064140,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
34 TISBURY WAY    ,52064142,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
36 TISBURY WAY    ,52064143,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
38 TISBURY WAY    ,52064144,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
40 TISBURY WAY    ,52064145,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
33 TISBURY WAY    ,52064146,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
37 TISBURY WAY    ,52064148,LH-TRACT-15911;LH-TRACT-15813,LH-TRACT-15911,exact_directory_match,Reston 4,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TISBURY WAY,Flintridge
136 MAIN ST    ,52064502,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
132 MAIN ST    ,52064504,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
130 MAIN ST    ,52064505,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
126 MAIN ST    ,52064507,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
5 PAVERSTONE LN    ,52064510,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAVERSTONE LN,Township
9 PAVERSTONE LN    ,52064512,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAVERSTONE LN,Township
11 PAVERSTONE LN    ,52064513,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAVERSTONE LN,Township
19 PAVERSTONE LN    ,52064516,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAVERSTONE LN,Township
12 PAVERSTONE LN    ,52064519,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAVERSTONE LN,Township
8 PAVERSTONE LN    ,52064521,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAVERSTONE LN,Township
6 PAVERSTONE LN    ,52064522,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAVERSTONE LN,Township
71 MERCANTILE WAY    ,52064524,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
73 MERCANTILE WAY    ,52064525,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
77 MERCANTILE WAY    ,52064527,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
79 MERCANTILE WAY    ,52064528,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
138 MAIN ST    ,52064535,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
140 MAIN ST    ,52064536,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
91 MERCANTILE WAY    ,52064547,LH-TRACT-15886;LH-TRACT-15884,LH-TRACT-15886,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
11 SCOTCH PINE DR    ,52064604,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SCOTCH PINE DR,Avendale
7 SCOTCH PINE DR    ,52064606,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SCOTCH PINE DR,Avendale
5 SCOTCH PINE DR    ,52064607,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SCOTCH PINE DR,Avendale
6 BLUE SPRUCE DR    ,52064612,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
8 BLUE SPRUCE DR    ,52064613,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
12 BLUE SPRUCE DR    ,52064615,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
14 BLUE SPRUCE DR    ,52064616,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
18 BLUE SPRUCE DR    ,52064618,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
20 BLUE SPRUCE DR    ,52064619,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
9 BLUE SPRUCE DR    ,52064621,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
31 LEWISTON CT    ,52064656,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
29 LEWISTON CT    ,52064657,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
27 LEWISTON CT    ,52064658,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
25 LEWISTON CT    ,52064659,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
23 LEWISTON CT    ,52064660,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
19 LEWISTON CT    ,52064662,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
11 LEWISTON CT    ,52064665,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
3 LEWISTON CT    ,52064668,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
5 LEWISTON CT    ,52064670,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
2 LEWISTON CT    ,52064671,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
34 LEWISTON CT    ,52064676,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
32 LEWISTON CT    ,52064677,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
39 LEWISTON CT    ,52064685,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
8 WESTFORD    ,52064749,LH-TRACT-15909;LH-TRACT-15813,LH-TRACT-15909,exact_directory_match,Clifton Heights 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WESTFORD,Flintridge
1 WESTFORD    ,52064752,LH-TRACT-15909;LH-TRACT-15813,LH-TRACT-15909,exact_directory_match,Clifton Heights 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WESTFORD,Flintridge
7 WESTFORD    ,52064755,LH-TRACT-15909;LH-TRACT-15813,LH-TRACT-15909,exact_directory_match,Clifton Heights 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WESTFORD,Flintridge
20 CAPRICORN DR    ,52064870,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
12 CAPRICORN DR    ,52064872,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
10 CAPRICORN DR    ,52064873,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
31 CAPRICORN DR    ,52064881,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
15 CAPRICORN DR    ,52064888,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
9 CAPRICORN DR    ,52064890,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
7 CAPRICORN DR    ,52064891,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
1 CAPRICORN DR    ,52064893,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
18 CELESTINE CIR    ,52064913,LH-TRACT-16114;LH-TRACT-16025,LH-TRACT-16114,exact_directory_match,Tether Moon 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
16 CELESTINE CIR    ,52064914,LH-TRACT-16114;LH-TRACT-16025,LH-TRACT-16114,exact_directory_match,Tether Moon 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
12 CELESTINE CIR    ,52064916,LH-TRACT-16114;LH-TRACT-16025,LH-TRACT-16114,exact_directory_match,Tether Moon 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
10 CELESTINE CIR    ,52064917,LH-TRACT-16114;LH-TRACT-16025,LH-TRACT-16114,exact_directory_match,Tether Moon 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
4 CELESTINE CIR    ,52064919,LH-TRACT-16114;LH-TRACT-16025,LH-TRACT-16114,exact_directory_match,Tether Moon 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
1 CELESTINE CIR    ,52064920,LH-TRACT-16114;LH-TRACT-16025,LH-TRACT-16114,exact_directory_match,Tether Moon 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
23 SHIVELY RD    ,52064974,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
19 SHIVELY RD    ,52064976,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
17 SHIVELY RD    ,52064977,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
11 SHIVELY RD    ,52064979,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
24 SHIVELY RD    ,52064980,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
20 SHIVELY RD    ,52064982,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
12 SHIVELY RD    ,52064985,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
6 SHIVELY RD    ,52064999,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
4 SHIVELY RD    ,52065000,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
7 SHIVELY RD    ,52065002,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
5 SHIVELY RD    ,52065003,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
2 SHIVELY RD    ,52065005,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
19 CRAFTSBURY PL    ,52065022,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
17 CRAFTSBURY PL    ,52065023,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
11 CRAFTSBURY PL    ,52065025,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
