county,ranch_or_vat_name,year_listed
Taylor,Cow Pens,1927
Taylor,Cox Bennet,1927
Taylor,Dallas Creek,1927
Taylor,Devaughn,1927
Taylor,Dice,1927
Taylor,Ellison,1927
Taylor,Falkner,1927
Taylor,Fish Creek,1927
Taylor,Fulford,1927
Taylor,Hendry,1927
Taylor,Hinley,1927
Taylor,Holmes,1927
Taylor,Holt,1927
Taylor,Howell,1927
Taylor,Indian Hang,1927
Taylor,Jack Green,1927
Taylor,Johnson,1927
Taylor,Jones,1927
Taylor,Kinsey,1927
Taylor,Lake Bird,1927
Taylor,Livingston,1927
Taylor,Lynn,1927
Taylor,Melvina,1927
Taylor,Miller,1927
Taylor,Morgan,1927
Taylor,Moses,1927
Taylor,Murphy,1927
Taylor,Murphy Homestead,1927
Taylor,O'Quinn,1927
Taylor,Odum,1927
Taylor,Open Gaps,1927
Taylor,Padgett,1927
Taylor,Paige,1927
Taylor,Parker,1927
Taylor,Perry,1916
Taylor,Piney Point,1927
Taylor,"Poppell, Boyd",1927
Taylor,"Poppell, Old Place",1927
Taylor,"Poppell, Perry",1927
Taylor,"Poppell, W.A.",1927
Taylor,Potts,1927
Taylor,Powell,1927
Taylor,Pruitte,1927
Taylor,Puckett,1927
Taylor,Sadler,1927
Taylor,Salem,1927
Taylor,Sapp,1927
Taylor,Sealey,1927
Taylor,Section Houses,1927
Taylor,Seven Mile School,1927
Taylor,Sheffield,1927
Taylor,Spring Warrier,1927
Taylor,Stephensville,1927
Taylor,Strickland,1927
Taylor,"Swartz, Burton",1927
Taylor,Thomas Mill Island,1927
Taylor,"Towles, Martin",1927
Taylor,"Towles, Roy",1927
Taylor,Walker,1927
Taylor,Whiddon Fishery,1927
Taylor,Wilder,1927
Taylor,Wilson,1927
Taylor,Woodyard,1927
Taylor,"Wright, John",1927
Taylor,"Wright, Marion",1927
Taylor,Young,1927
Union,Andrews,1928
Union,Blackwelder,1928
Union,Bluff Creek,1928
Union,Brown,1928
Union,Dowling,1928
Union,Green,1928
Union,Hodge,1928
Union,Howard,1928
Union,Little Springs,1928
Union,Providence,1928
Union,Raiford,1928
Union,Ritch,1928
Union,Riverside,1928
Union,Roberts,1928
Union,Rogers,1928
Union,Rylander,1928
Union,Shaw,1928
Union,Smith,1928
Union,State Farm,1928
Union,Taylor,1928
Union,Townsend,1928
Union,Union City,1928
Union,Varnes,1928
Union,Williams,1928
Volusia,Baker Island,1950
Volusia,Barbarerville,1950
Volusia,Barrow,1950
Volusia,Beck,1950
Volusia,Benson Springs,1930
Volusia,Braddock,1950
Volusia,Bryan,1950
Volusia,Bull Island,1930
Volusia,Bulow,1930
Volusia,Cabbage Head,1930
Volusia,Cameron,1950
Volusia,Carrow,1950
Volusia,Clark,1950
Volusia,"Clifton, Burt",1930
Volusia,Cow Creek,1930
Volusia,Cowart,1950
Volusia,Craig,1930
Volusia,Dean,1930
Volusia,Deep Creek,1930
Volusia,Dunnbottom,1930
Volusia,Duval,1930
Volusia,Emporia,1930
Volusia,Ferguson,1930
Volusia,Fore,1950
Volusia,Galbraith,1930
Volusia,Gardner,1930
Volusia,Graball,1930
Volusia,Green,1930
Volusia,Green Bay,1930
Volusia,Groover Ford,1930
Volusia,Hart,1950
Volusia,Hayden,1931
Volusia,Hulon Dairy,1930
Volusia,Indian Springs,1930
Volusia,Jones,1930
Volusia,Kersey,1950
Volusia,Kilbee,1950
Volusia,Lake George,1950
Volusia,Lake Helen,1930
Volusia,Lemmon,1930
Volusia,Lyons,1930
Volusia,Mansola,1950
Volusia,Marsh,1930
Volusia,Maytown,1930
Volusia,McDonald,1930
Volusia,McDonald #2,1950
Volusia,Monticello,1950
Volusia,National Garden,1930
Volusia,New Smyrna,1930
Volusia,Nine Mile Still,1930
Volusia,O'Reilly,1950
Volusia,Oak Hill,1930
Volusia,Orange City,1930
Volusia,Ormond,1930
Volusia,Osteen,1930
Volusia,Padgett,1930
Volusia,Pell,1950
Volusia,Pierson,1930
Volusia,Pine Island,1931
Volusia,Pinnichaw,1931
Volusia,Pitman,1930
Volusia,Popwell,1930
Volusia,Port Orange,1930
Volusia,Powell,1950
Volusia,Prado,1950
Volusia,Preist Branch,1930
Volusia,Prevatt,1950
Volusia,Purdom,1930
Volusia,Railroad,1950
Volusia,Sapp,1950
Volusia,Sears,1950
Volusia,Shaw,1950
Volusia,Shoesmith,1930
Volusia,Sixma,1930
Volusia,Spring Garden,1930
Volusia,Spruce Creek,1950
Volusia,Stevens-Carrow,1930
Volusia,Stockade,1930
Volusia,Tanner,1950
Volusia,Thompson,1950
Volusia,Weatherford,1950
Volusia,Wheeler,1930
Volusia,Woodruff,1930
Wakulla,Anderson,1927
Wakulla,Arran,1927
Wakulla,Ashmore,1927
Wakulla,Blocker,1927
Wakulla,Burnt Bridge,1927
Wakulla,Butler,1927
Wakulla,Cooper,1927
Wakulla,Crawfordville,1927
Wakulla,Eubanks,1927
Wakulla,Ferrell,1927
Wakulla,French,1927
Wakulla,Glover,1927
Wakulla,Goose Creek,1927
Wakulla,Hilliardville,1927
Wakulla,Long,1927
Wakulla,Mackery,1927
Wakulla,McAllister,1927
Wakulla,Medart,1927
Wakulla,Moody,1927
Wakulla,Morrison,1927
Wakulla,Newport,1927
Wakulla,Oak Park,1927
Wakulla,Panacea,1927
Wakulla,Pelt,1927
Wakulla,Pinhook Still,1927
Wakulla,Port Leon,1927
Wakulla,Roddenberry,1927
Wakulla,Sanborn,1927
Wakulla,Shadeville,1927
Wakulla,Silver Lake,1927
Wakulla,Smith Creek,1927
Wakulla,Sopchoppy,1927
Wakulla,St. Marks,1927
Wakulla,"Strickland, Cane",1927
Wakulla,"Strickland, Mose",1927
Wakulla,Vause,1927
Wakulla,Vickers,1927
Wakulla,Wakulla,1927
Wakulla,Wakulla Beach,1927
Wakulla,Wakulla Lower Bridge,1927
Wakulla,Walker Farm,1927
Wakulla,Walker House,1927
Wakulla,Walker Ranch,1927
Wakulla,Ward,1927
Wakulla,Williams,1927
Walton,Alaqua,1926
Walton,Ammonds,1926
Walton,Antioch,1926
Walton,Argyle,1926
Walton,Bear Stand,1926
Walton,Bell,1926
Walton,Black Creek Turp. Co.,1926
Walton,Cawthon,1926
Walton,Courtney,1926
Walton,Crooked Creek,1926
Walton,Cunningham,1926
Walton,Douglass,1926
Walton,Eucheeanna,1926
Walton,Evans,1926
Walton,Freeport,1926
Walton,Gaskin,1926
Walton,Hackett,1926
Walton,Hall,1926
Walton,Harbeson,1926
Walton,Harrison,1926
Walton,Henderson,1926
Walton,Highnote,1926
Walton,Infinger,1926
Walton,Jackson Still,1926
Walton,Joe Davis,1926
Walton,Jones,1926
Walton,King,1926
Walton,Laird,1926
Walton,Mathis,1926
Walton,Miller,1926
Walton,Moore,1926
Walton,Mossey Head,1926
Walton,Owl Head,1926
Walton,Parker,1926
Walton,Paxton,1926
Walton,Pine Grove,1926
Walton,Pleasant Valley,1926
Walton,Price,1926
Walton,Rat Head,1926
Walton,Red Bay,1926
Walton,Rock Hill,1926
Walton,Rooks Bluff,1926
Walton,Sandy Mountain,1926
Walton,Scott,1926
Walton,Sellars Still,1926
Walton,Simmons,1926
Walton,Steel,1926
Walton,Strickland,1926
Walton,Turner,1926
Walton,Ward,1926
Walton,Watering Creek,1926
Walton,Watts,1926
Walton,Wheeler,1926
Walton,Yawkey,1926
Washington,"Alford, S.A.",1924
Washington,"Alford, W.C.",1924
Washington,Armstrong,1924
Washington,Brackens,1924
Washington,Bradford,1924
Washington,Britt Still,1924
Washington,"Brock, Ang",1924
Washington,"Brock, D.G.",1924
Washington,"Brock, J.H.",1924
Washington,Brunner,1924
Washington,Bush,1924
Washington,Carter,1924
Washington,Caryville,1924
Washington,Chestnut,1924
Washington,Cook,1924
Washington,Davis,1924
Washington,Deadnon,1924
Washington,Duncan,1924
Washington,Dunn,1924
Washington,Ebro,1924
Washington,Finch,1924
Washington,Fuller,1924
Washington,Gordan,1924
Washington,Greenhead,1924
Washington,Hardy,1924
Washington,Hasty,1924
Washington,Hinson,1924
Washington,Johnson,1924
Washington,"Kent, Lou",1924
Washington,"Kent, West",1924
Washington,Lucas Pond,1924
Washington,Macon,1924
Washington,Mattox Springs,1924
Washington,Maudlin,1924
Washington,McClosky,1924
Washington,McGeachey,1924
Washington,Merrell,1924
Washington,Meyers,1924
Washington,Midway,1924
Washington,Oak Hill,1924
Washington,"Parish, Billy",1924
Washington,"Parish, John",1924
Washington,Pipkins,1924
Washington,Redhead,1924
Washington,Sellers,1924
Washington,Simmons,1924
Washington,Southside,1924
Washington,Stanley,1924
Washington,Thorpe,1924
Washington,Varnum,1924
Washington,Vernon,1924
Washington,Walkup,1924
Washington,Wausau,1924
Washington,Wells,1924
Washington,White Oak,1924
Washington,White Water,1924
Washington,Whittington,1924
Washington,"Williams, Boy",1924
Washington,"Williams, Brown",1924
